Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
32,Female,Master's,Widowed,40917.81910602513,680.0,,Personal,Self-employed,12,Excellent,0.5237604230208394,57042.0,4.0,Stephaniefort,MD,Azerbaijan,4.0,1,Low
25,Non-binary,Associate's,Widowed,95663.32619858063,694.0,26990.0,Home,Unemployed,10,Excellent,0.5457556272656278,63435.0,3.0,Erichaven,IL,Syrian Arab Republic,3.0,1,Low
30,Female,Master's,Widowed,117482.96780502677,755.0,37817.0,Business,Unemployed,11,Excellent,0.2792767015848389,159449.0,1.0,New Crystalville,MD,Egypt,,1,Low
25,Male,PhD,Married,88766.74406917565,659.0,46875.0,Auto,Self-employed,4,Fair,0.5320168309095633,152272.0,,North Sherri,KY,Morocco,3.0,1,Low
26,Non-binary,PhD,Widowed,60810.30755143966,664.0,28712.0,Personal,Unemployed,1,Fair,0.3641803467247844,180675.0,4.0,Lake Katherinestad,NV,Slovenia,0.0,0,Low
20,Male,PhD,Divorced,,735.0,39956.0,Home,Self-employed,10,Excellent,0.2592598037636826,61821.0,,South Joseland,NE,Barbados,0.0,0,Low
27,Non-binary,PhD,Married,,705.0,,Home,Self-employed,12,Fair,0.2443190923478478,143754.0,0.0,West Amanda,OH,Cyprus,1.0,2,Low
38,Male,Associate's,Married,77923.46609460357,815.0,33357.0,Auto,Self-employed,17,Fair,0.3180466486636961,,0.0,West Williamside,OH,Costa Rica,1.0,1,Low
23,Male,PhD,Married,91042.16762996685,,33535.0,Personal,Employed,6,Excellent,0.4202216863710799,45344.0,3.0,North Rebeccaland,AS,Holy See (Vatican City State),2.0,2,Low
45,Non-binary,PhD,Widowed,,670.0,,Auto,Self-employed,5,Excellent,0.5593108400382412,,,Adambury,WY,Austria,2.0,0,Low
64,Male,PhD,Widowed,123098.29542874313,644.0,41077.0,Personal,Employed,3,Fair,0.3643724304829431,241900.0,2.0,Lake Jacob,PW,Jordan,0.0,1,Low
65,Non-binary,Associate's,Married,75384.27138502931,,6047.0,Auto,Unemployed,7,Excellent,0.351873608183144,186684.0,2.0,Krystalberg,NV,Saint Pierre and Miquelon,4.0,0,Low
26,Male,Master's,Widowed,107426.79617190367,739.0,,Business,Employed,12,Excellent,0.5092088293927668,55279.0,2.0,Port Cassandra,AR,Puerto Rico,1.0,0,Low
36,Male,PhD,Divorced,73813.05485276617,846.0,17168.0,Home,Self-employed,3,Excellent,0.239068526706907,200905.0,4.0,West John,CO,United States Virgin Islands,3.0,1,Low
51,Non-binary,Master's,Single,93100.04315950569,789.0,12171.0,Auto,Self-employed,11,Fair,0.4822870053443713,,2.0,Gregoryton,DE,France,2.0,1,Low
64,Male,Master's,Married,83149.2776183145,,,Home,Unemployed,15,Excellent,0.2616060574310456,31237.0,1.0,East Tracy,VI,Ghana,0.0,0,Low
43,Male,PhD,Single,161298.46768314013,689.0,6271.0,Business,Self-employed,9,Fair,0.3816504611346423,,2.0,West Johnmouth,ME,Vanuatu,,2,Low
29,Non-binary,Master's,Widowed,37838.43781994456,744.0,34876.0,Personal,Unemployed,13,Excellent,0.5132893840229795,218701.0,4.0,East Jennifer,CA,Jordan,2.0,1,Low
55,Female,Associate's,Single,57751.92274576496,760.0,17512.0,Personal,Self-employed,8,Good,0.4651966684677978,172738.0,4.0,South Michaeltown,NV,Vanuatu,3.0,2,Low
60,Non-binary,PhD,Single,171415.2367629714,,43428.0,Business,Employed,6,Excellent,0.4324451795850953,,,North Jessicaton,MA,Guinea,4.0,2,Low
59,Male,PhD,Divorced,96620.4602929318,667.0,27900.0,Home,Unemployed,11,Excellent,0.1552365433851701,55196.0,0.0,South Maryberg,MH,Australia,3.0,0,Low
32,Female,PhD,Widowed,131956.83484693515,737.0,22239.0,Home,Self-employed,17,Excellent,0.4949101301200531,243483.0,4.0,Mendozaton,AS,Bahrain,3.0,1,Low
26,Female,PhD,Single,53209.29265636072,732.0,,Home,Self-employed,9,Excellent,0.4326393363342573,269066.0,1.0,Barnesborough,IN,Switzerland,0.0,0,Low
25,Female,Associate's,Single,84241.48966052222,,,Personal,Self-employed,13,Excellent,0.5191948653059134,208247.0,2.0,Gabriellamouth,MS,Slovenia,,1,Low
58,Non-binary,Master's,Divorced,80853.80708783916,704.0,12839.0,Personal,Unemployed,0,Excellent,0.4552210134022788,217848.0,1.0,Clarkebury,KY,Slovakia (Slovak Republic),1.0,2,Low
37,Non-binary,Master's,Single,83165.61102163381,669.0,29849.0,Home,Employed,10,Excellent,0.2030522674185999,270056.0,0.0,Steventown,MS,Mali,4.0,0,Low
53,Non-binary,Associate's,Widowed,162163.10156937002,828.0,30589.0,Home,Self-employed,9,Fair,0.4476896950424472,266907.0,2.0,South Jose,VI,Algeria,0.0,2,Low
36,Non-binary,Associate's,Single,91977.71173800314,783.0,7655.0,Business,Employed,9,Excellent,0.5148761488226609,240325.0,1.0,North Justintown,PW,Zambia,0.0,1,Low
55,Male,PhD,Single,116809.91108301566,666.0,10355.0,Home,Unemployed,8,Fair,0.3321997159358983,,2.0,Alexandermouth,GU,Wallis and Futuna,2.0,2,Low
69,Female,PhD,Widowed,123197.30670590595,831.0,9083.0,Auto,Unemployed,0,Fair,0.4885027302479765,108110.0,,Gloverborough,IA,French Southern Territories,4.0,2,Low
23,Female,PhD,Divorced,85715.394155139,,46430.0,Home,Self-employed,16,Fair,0.4673038831685078,174330.0,3.0,North Jefferyfurt,IN,Botswana,3.0,0,Low
61,Female,Associate's,Single,57697.251241864404,,34234.0,Auto,Unemployed,12,Excellent,0.1702244641105218,68808.0,2.0,Lake Amychester,HI,Maldives,4.0,1,Low
20,Non-binary,Associate's,Single,81559.45717978006,802.0,12195.0,Home,Unemployed,17,Good,0.4305578795777762,261431.0,0.0,North Jasonborough,GU,Liechtenstein,4.0,2,Low
49,Female,PhD,Widowed,41708.6585858955,,,Business,Unemployed,10,Excellent,0.5033989413263412,209345.0,3.0,Summersstad,ME,Slovakia (Slovak Republic),1.0,2,Low
46,Female,PhD,Single,,836.0,34554.0,Business,Employed,7,Good,0.5341655377314821,221257.0,0.0,Lake William,MH,United Arab Emirates,4.0,0,Low
47,Female,PhD,Divorced,36623.379765692625,788.0,35906.0,Home,Unemployed,18,Fair,0.4953547355417387,209777.0,3.0,South Andrew,NM,Saint Kitts and Nevis,0.0,0,Low
51,Male,Associate's,Widowed,35092.37634216825,657.0,21917.0,Auto,Unemployed,16,Good,0.1797672470628306,118251.0,1.0,Robertfurt,AZ,Korea,2.0,2,Low
28,Male,PhD,Divorced,94932.32161709639,759.0,47782.0,Business,Self-employed,12,Excellent,0.5483640964981569,25291.0,4.0,East Robert,CO,Uzbekistan,0.0,1,Low
51,Non-binary,Master's,Single,44087.76231092241,713.0,,Auto,Self-employed,10,Fair,0.2473211145221905,257408.0,,Lake Jenniferfurt,OK,Korea,0.0,0,Low
33,Female,PhD,Married,,739.0,15468.0,Business,Unemployed,19,Good,0.3320316209494084,,0.0,Pruittmouth,MI,Guam,0.0,1,Low
28,Male,PhD,Widowed,134916.9957489129,803.0,36896.0,Auto,Unemployed,8,Excellent,0.2536777624179954,187931.0,1.0,East Laurie,MT,Angola,3.0,2,Low
43,Male,Associate's,Married,150978.29048280045,742.0,,Business,Unemployed,12,Good,0.2394583295373093,223260.0,3.0,West Jessica,WA,Peru,3.0,1,Low
62,Non-binary,PhD,Divorced,,662.0,29536.0,Business,Employed,0,Excellent,0.3693502085159991,,3.0,Henryside,AZ,Ethiopia,4.0,2,Low
54,Female,Associate's,Married,129348.67919012986,,25630.0,Personal,Employed,1,Excellent,0.257758900601253,98465.0,0.0,Bradport,NC,Belize,2.0,0,Low
42,Male,PhD,Married,57223.472155826435,,39979.0,Personal,Self-employed,1,Fair,0.1525061352808976,,0.0,Jodishire,RI,Kuwait,,2,Low
31,Non-binary,PhD,Married,,726.0,9241.0,Home,Employed,5,Excellent,0.1469150637709991,223011.0,4.0,East Amandaside,NE,Namibia,1.0,2,Low
25,Male,Master's,Widowed,68071.9194408169,797.0,7627.0,Personal,Self-employed,7,Excellent,0.5560411087423086,,0.0,Markton,PA,Turks and Caicos Islands,3.0,1,Low
49,Male,Associate's,Single,120860.67171909755,739.0,21538.0,Personal,Self-employed,18,Excellent,0.3319562309802483,265995.0,,Kimchester,CO,Taiwan,4.0,2,Low
62,Male,PhD,Divorced,,656.0,,Home,Unemployed,16,Excellent,0.2934679605089474,91373.0,0.0,Andreaton,UT,Maldives,0.0,0,Low
50,Non-binary,PhD,Single,,664.0,38973.0,Auto,Unemployed,15,Fair,0.4717390617524827,55256.0,0.0,Jacksonfurt,TX,Congo,2.0,0,Low
30,Female,Master's,Married,,732.0,36562.0,Business,Employed,16,Excellent,0.474350495394134,123973.0,0.0,Comptonstad,IN,Pakistan,2.0,1,Low
19,Non-binary,Master's,Married,26273.56353274048,687.0,24628.0,Business,Self-employed,10,Good,0.3603222721276453,202153.0,3.0,South Jennifer,MI,Congo,,2,Low
55,Female,PhD,Widowed,,796.0,20855.0,Auto,Unemployed,14,Excellent,0.200430036540079,260659.0,,Ayalamouth,AL,Austria,0.0,0,Low
69,Male,PhD,Widowed,43610.704210885306,812.0,23870.0,Home,Self-employed,16,Good,0.3950664219685733,,0.0,North Roberthaven,MS,Mayotte,4.0,0,Low
41,Male,Associate's,Single,,816.0,13200.0,Personal,Unemployed,7,Good,0.4416172241532664,200481.0,1.0,North Zacharystad,PR,American Samoa,,0,Low
44,Male,Associate's,Divorced,52395.63663945228,715.0,45216.0,Auto,Self-employed,19,Excellent,0.3442689152508456,97462.0,0.0,North Peter,FM,Qatar,3.0,0,Low
29,Male,Master's,Widowed,76050.5072382931,746.0,35555.0,Business,Unemployed,17,Good,0.2510381627059117,251291.0,0.0,Clarkland,FM,Philippines,2.0,1,Low
68,Non-binary,PhD,Widowed,157926.7934408123,,36739.0,Business,Self-employed,10,Excellent,0.3601927265239198,199448.0,2.0,Hamiltonfort,DE,Slovakia (Slovak Republic),0.0,1,Low
21,Female,PhD,Married,,662.0,23610.0,Auto,Unemployed,9,Excellent,0.579002760701829,249119.0,,Huffmantown,UT,Lebanon,1.0,1,Low
40,Non-binary,Associate's,Widowed,152494.6291477495,652.0,9273.0,Auto,Employed,1,Fair,0.4034015444918104,223443.0,4.0,Port Michellemouth,MA,Saint Helena,2.0,0,Low
63,Non-binary,PhD,Widowed,,687.0,36339.0,Home,Self-employed,5,Fair,0.3838174700768553,,1.0,Wardburgh,WA,Eritrea,3.0,1,Low
65,Female,Master's,Married,118152.40293117301,630.0,27822.0,Business,Unemployed,7,Excellent,0.1551573683395615,287950.0,1.0,Port Matthew,CA,Tuvalu,3.0,1,Low
38,Female,PhD,Divorced,,776.0,37843.0,Business,Self-employed,9,Excellent,0.2103573132501971,167300.0,4.0,South Mike,IN,Cambodia,2.0,2,Low
40,Male,Associate's,Divorced,44425.954754352526,773.0,8277.0,Auto,Employed,13,Fair,0.3949603589724424,150593.0,2.0,East Garrett,PA,New Caledonia,3.0,2,Low
66,Female,PhD,Widowed,105706.58811630875,802.0,33094.0,Auto,Unemployed,8,Good,0.4293764920174198,47723.0,1.0,Jacksonfurt,PA,Iran,4.0,2,Low
21,Male,Associate's,Married,,768.0,48783.0,Business,Employed,0,Excellent,0.4708486391662569,84503.0,0.0,New Marktown,NY,Pitcairn Islands,1.0,2,Low
60,Male,Master's,Divorced,143547.81217696067,734.0,33278.0,Auto,Self-employed,18,Fair,0.1847531271665267,293641.0,3.0,Lake Ryanborough,TX,Macao,4.0,2,Low
24,Female,Associate's,Married,,674.0,,Auto,Unemployed,3,Excellent,0.2711429088363288,245462.0,4.0,Larsonmouth,IA,Mozambique,3.0,1,Low
18,Female,PhD,Divorced,85594.52348737953,773.0,6049.0,Business,Unemployed,19,Fair,0.2422820891397163,296192.0,3.0,Port Kristiside,PW,South Africa,3.0,1,Low
48,Female,PhD,Single,105454.49327627922,,9839.0,Business,Self-employed,7,Good,0.231126338112036,159359.0,4.0,Donaldburgh,PW,Barbados,,0,Low
52,Female,PhD,Widowed,134886.5475173855,713.0,18241.0,Auto,Self-employed,18,Fair,0.3892565305801894,115327.0,4.0,South Haley,MO,Gabon,3.0,2,Low
57,Female,PhD,Widowed,,831.0,,Personal,Employed,5,Fair,0.100287005833751,154497.0,,North Ellen,PA,Guernsey,,1,Low
52,Female,Master's,Married,103500.76832631986,628.0,14097.0,Auto,Unemployed,14,Fair,0.5873383950597646,,4.0,Nicholasfurt,IA,Malta,0.0,2,Low
28,Non-binary,PhD,Single,156473.15814152302,829.0,10965.0,Personal,Self-employed,4,Excellent,0.4975010954938286,82437.0,4.0,Timothyshire,VA,Costa Rica,,0,Low
43,Female,Associate's,Widowed,106604.01132925144,807.0,31118.0,Business,Self-employed,2,Excellent,0.3281789440683338,265542.0,3.0,Timmouth,ME,Central African Republic,4.0,1,Low
41,Non-binary,PhD,Married,58788.28602306483,,,Personal,Employed,10,Fair,0.2560203471871665,275204.0,0.0,Maryshire,NY,Tokelau,4.0,2,Low
60,Female,PhD,Married,91898.9025735718,837.0,18298.0,Business,Unemployed,5,Excellent,0.2612682216164909,198484.0,4.0,Lake Timothy,WY,Estonia,4.0,1,Low
44,Non-binary,Associate's,Widowed,93666.04144730447,672.0,44374.0,Home,Self-employed,5,Good,0.5328446080653013,270510.0,0.0,West Phillipville,GU,Nicaragua,,1,Low
33,Non-binary,PhD,Married,147449.00690504507,737.0,,Business,Self-employed,3,Good,0.2416504386717357,81056.0,4.0,Williamshire,CT,Benin,0.0,0,Low
26,Female,Associate's,Single,68241.57405751172,691.0,16696.0,Auto,Unemployed,10,Good,0.5579364240721123,257851.0,,Susanview,PA,Turkey,0.0,2,Low
18,Female,PhD,Divorced,128698.51307050064,752.0,27240.0,Business,Self-employed,8,Good,0.3344359534883051,197566.0,2.0,East Terranceport,NH,Equatorial Guinea,4.0,0,Low
24,Non-binary,Master's,Divorced,145830.09699699804,669.0,27336.0,Auto,Self-employed,5,Good,0.544529067298418,105532.0,3.0,Lake Nicole,ID,Zimbabwe,4.0,2,Low
23,Female,PhD,Single,59728.89905866018,737.0,22887.0,Personal,Self-employed,1,Excellent,0.3438786722377753,31332.0,0.0,Sethview,PR,Tonga,4.0,1,Low
63,Non-binary,PhD,Divorced,57940.08440338686,722.0,35544.0,Auto,Self-employed,18,Good,0.159256485443354,110915.0,2.0,Carolynville,KS,Albania,0.0,0,Low
33,Female,PhD,Divorced,,833.0,36066.0,Auto,Self-employed,19,Fair,0.1783981077819904,142712.0,4.0,Port Davidville,SC,Nigeria,3.0,1,Low
52,Non-binary,Master's,Married,,738.0,46000.0,Business,Employed,16,Fair,0.5826531373071987,58145.0,1.0,Turnermouth,OR,Saint Barthelemy,2.0,2,Low
62,Female,Master's,Divorced,,661.0,,Personal,Unemployed,19,Excellent,0.4118166853678316,96127.0,3.0,Parkville,ID,United Kingdom,0.0,2,Low
30,Male,Master's,Widowed,,760.0,8646.0,Home,Unemployed,10,Good,0.1767559644136898,90255.0,0.0,Hardyberg,MH,Bermuda,4.0,1,Low
39,Male,Associate's,Married,134729.09378694175,,,Personal,Unemployed,2,Good,0.209808610732215,26169.0,3.0,New Rodneyside,SC,Honduras,4.0,0,Low
45,Female,PhD,Divorced,34519.48850833656,740.0,17865.0,Home,Unemployed,0,Excellent,0.129559736417135,206059.0,3.0,Feliciaborough,NV,Sri Lanka,3.0,0,Low
36,Non-binary,Master's,Single,105304.70038662321,745.0,11063.0,Personal,Employed,15,Fair,0.4733665369194586,119912.0,2.0,Kristafurt,FM,Germany,3.0,1,Low
62,Non-binary,Associate's,Divorced,107968.34552048091,676.0,44244.0,Auto,Unemployed,13,Excellent,0.4673764717098826,61086.0,3.0,Lindahaven,TN,France,4.0,2,Low
32,Non-binary,PhD,Divorced,50576.39408101168,750.0,,Auto,Employed,11,Good,0.1553794788411868,227648.0,3.0,Lake Christopher,WV,Chile,,1,Low
56,Male,Associate's,Single,64382.87037841686,668.0,37024.0,Personal,Self-employed,16,Good,0.1060231924667984,69050.0,3.0,Connorfurt,KY,Antarctica (the territory South of 60 deg S),,1,Low
40,Female,Associate's,Single,148008.055817026,695.0,18347.0,Auto,Unemployed,18,Excellent,0.5306705315717342,169673.0,1.0,North Jessicaside,VI,Bulgaria,0.0,1,Low
49,Non-binary,Associate's,Single,108265.49100187438,,6882.0,Personal,Unemployed,15,Excellent,0.2918993385239057,195267.0,,Lake Robert,UT,French Polynesia,0.0,0,Low
26,Male,PhD,Married,88363.34571443129,812.0,15223.0,Personal,Self-employed,1,Good,0.3855787260686926,207283.0,4.0,West Aprilchester,UT,Senegal,4.0,0,Low
63,Female,Master's,Divorced,65641.6346153419,717.0,,Business,Unemployed,6,Excellent,0.2080208049397822,87291.0,0.0,Aaronmouth,FL,Lebanon,0.0,2,Low
55,Female,PhD,Married,28258.29274369142,664.0,,Auto,Self-employed,13,Excellent,0.3208572860600375,43401.0,,Hallberg,WV,Kazakhstan,,0,Low
47,Female,Master's,Married,31217.871935191004,755.0,6446.0,Home,Employed,0,Fair,0.1153090263110064,219586.0,1.0,Angelatown,MO,El Salvador,2.0,0,Low
67,Non-binary,Master's,Single,,,35604.0,Personal,Self-employed,13,Excellent,0.3663133222038802,,4.0,South Coreyfort,NV,Saudi Arabia,4.0,2,Low
20,Male,PhD,Widowed,47716.37845371342,663.0,8046.0,Business,Self-employed,17,Fair,0.3289970658995834,135320.0,3.0,North Donna,NY,Pitcairn Islands,4.0,2,Low
36,Male,Master's,Widowed,,711.0,8051.0,Auto,Unemployed,13,Excellent,0.4657420739050163,77572.0,3.0,Josephfort,OK,Luxembourg,,1,Low
62,Female,Associate's,Widowed,131560.75850882442,796.0,6451.0,Business,Self-employed,17,Good,0.2534407139866205,46929.0,1.0,Lake Tammy,KS,Portugal,3.0,1,Low
65,Non-binary,Associate's,Divorced,49340.68748468069,704.0,29245.0,Business,Unemployed,4,Fair,0.4269558520902129,100600.0,0.0,New Lisa,UT,Mozambique,,1,Low
40,Non-binary,PhD,Widowed,,,20705.0,Auto,Unemployed,6,Excellent,0.5477078463680879,34756.0,4.0,Markfort,KS,Nauru,0.0,0,Low
48,Male,PhD,Divorced,,829.0,35691.0,Personal,Unemployed,8,Excellent,0.4743820400688733,247268.0,3.0,Whiteborough,TX,Paraguay,0.0,1,Low
29,Non-binary,Associate's,Single,118046.3968163174,646.0,49095.0,Personal,Unemployed,9,Excellent,0.4151576190833979,296167.0,0.0,West Ernest,MS,Solomon Islands,2.0,1,Low
53,Male,Associate's,Single,43661.46822684735,746.0,,Personal,Employed,7,Excellent,0.279696707963197,204838.0,,New Megan,WY,Latvia,3.0,1,Low
60,Non-binary,PhD,Widowed,129525.55721111654,784.0,14000.0,Auto,Unemployed,5,Excellent,0.5093283791080083,195076.0,4.0,Jennaland,AR,Norway,0.0,2,Low
19,Female,Master's,Single,64935.38611342856,812.0,47202.0,Auto,Unemployed,13,Fair,0.3857845038567032,25502.0,,Odomfort,AK,Nicaragua,1.0,2,Low
24,Female,PhD,Married,68795.75526140297,739.0,18777.0,Personal,Employed,16,Excellent,0.54243578552529,113338.0,4.0,North Kristina,PW,Nauru,4.0,1,Low
33,Male,PhD,Divorced,70417.80761259292,,25673.0,Personal,Unemployed,1,Good,0.5285073602602582,252133.0,3.0,Lake Kevinshire,WI,Grenada,4.0,0,Low
69,Male,PhD,Married,121265.45574137024,720.0,38341.0,Auto,Employed,1,Fair,0.1427841740540655,80503.0,2.0,West Rebeccahaven,CA,Guinea-Bissau,1.0,2,Low
34,Non-binary,Associate's,Divorced,66129.59063210405,782.0,,Auto,Unemployed,15,Excellent,0.1043176960806726,48015.0,1.0,East Michael,VI,Uruguay,,1,Low
24,Male,PhD,Married,55030.17879978631,730.0,,Personal,Self-employed,15,Good,0.5184780228851208,261198.0,,East Josephmouth,NC,Canada,,0,Low
30,Non-binary,Master's,Married,89080.80364296057,732.0,9439.0,Auto,Self-employed,15,Fair,0.494515708706433,185388.0,1.0,Port Andrewview,KS,Faroe Islands,,0,Low
66,Non-binary,PhD,Widowed,106512.65423637195,779.0,39130.0,Personal,Employed,2,Good,0.5469727178699163,152231.0,0.0,South Sherrystad,MN,Papua New Guinea,2.0,0,Low
45,Male,PhD,Widowed,100806.95986574315,632.0,12365.0,Home,Self-employed,17,Good,0.3353795694550129,50800.0,0.0,Markstad,NV,Netherlands,4.0,0,Low
51,Male,Associate's,Married,82168.988442141,789.0,31520.0,Home,Self-employed,6,Good,0.5996921605330975,108097.0,1.0,Beardshire,SD,British Virgin Islands,2.0,1,Low
56,Male,Master's,Single,66475.53644323388,,34526.0,Home,Employed,7,Excellent,0.4216740730227073,232704.0,2.0,Andrewbury,OR,Uzbekistan,1.0,2,Low
34,Non-binary,PhD,Married,63141.96021282041,779.0,33653.0,Business,Self-employed,16,Fair,0.3782484591616992,,1.0,West Scott,AR,Namibia,0.0,1,Low
65,Non-binary,PhD,Married,117505.51003794147,806.0,13223.0,Home,Self-employed,5,Excellent,0.2074775356032448,257489.0,0.0,Maddoxbury,AL,Solomon Islands,,0,Low
59,Non-binary,PhD,Divorced,,677.0,18700.0,Auto,Employed,15,Good,0.1979741921969608,150343.0,4.0,Lake Richardland,MO,United Kingdom,3.0,0,Low
36,Non-binary,PhD,Single,64615.82236639184,726.0,38365.0,Home,Employed,7,Good,0.5439961546772277,,2.0,New Ricky,HI,Zambia,,0,Low
42,Non-binary,Associate's,Widowed,146606.82676866843,650.0,48337.0,Auto,Employed,4,Good,0.2790537775673543,43839.0,4.0,Salasberg,CA,India,1.0,0,Low
56,Non-binary,PhD,Single,81735.58185988799,718.0,19837.0,Personal,Employed,10,Good,0.5453452620711021,265436.0,3.0,Martinmouth,TN,Swaziland,,0,Low
37,Non-binary,Master's,Single,80913.25020532923,700.0,6976.0,Home,Employed,3,Excellent,0.4001876430108652,109598.0,0.0,South Kenneth,SC,Sao Tome and Principe,3.0,1,Low
52,Male,PhD,Divorced,125822.0968490879,819.0,44276.0,Home,Employed,12,Excellent,0.2729281004101007,29661.0,2.0,Lake Williamhaven,AS,Tonga,2.0,2,Low
41,Female,Associate's,Divorced,98596.81217391737,751.0,40165.0,Home,Employed,0,Excellent,0.242617834363786,117567.0,1.0,Anthonyhaven,GA,Palau,1.0,1,Low
38,Non-binary,PhD,Single,27538.62531360179,,39698.0,Home,Employed,6,Good,0.5543959860353687,129010.0,,Port Nicolemouth,MA,Spain,0.0,2,Low
32,Female,PhD,Divorced,50520.44547757555,806.0,45205.0,Business,Self-employed,3,Excellent,0.2220272800747591,72086.0,0.0,New Lawrenceshire,MS,Mozambique,1.0,2,Low
38,Female,Associate's,Widowed,24608.284045240365,819.0,29267.0,Home,Self-employed,16,Excellent,0.1426149991190612,250160.0,4.0,South Christopher,NJ,Madagascar,3.0,0,Low
30,Male,PhD,Widowed,144101.0437713469,788.0,16109.0,Personal,Self-employed,9,Excellent,0.1611110538142556,59809.0,1.0,Sanchezton,WY,Norway,1.0,2,Low
62,Non-binary,PhD,Divorced,47310.00442944314,676.0,10786.0,Auto,Self-employed,18,Excellent,0.5685919972613669,107749.0,4.0,Port Margaret,IN,Antarctica (the territory South of 60 deg S),2.0,1,Low
19,Male,PhD,Widowed,85669.37018996259,827.0,,Auto,Employed,19,Fair,0.3238732978435419,285997.0,,South Bryan,NV,Senegal,3.0,1,Low
38,Male,PhD,Widowed,34150.33062201104,680.0,40689.0,Auto,Unemployed,2,Fair,0.1189510135694044,,,West Andrealand,NV,Falkland Islands (Malvinas),,2,Low
33,Female,Associate's,Single,68395.57621280715,672.0,37008.0,Personal,Self-employed,19,Excellent,0.3317202203033881,129643.0,,Port Alisha,KS,Oman,4.0,2,Low
43,Female,Master's,Divorced,125092.22516182024,812.0,38835.0,Home,Unemployed,14,Good,0.4487087366437721,,4.0,Karenstad,MS,United States of America,4.0,2,Low
61,Male,PhD,Married,79354.05880610779,713.0,6157.0,Home,Employed,8,Excellent,0.215350816530885,49241.0,0.0,Rebeccashire,IN,Kyrgyz Republic,3.0,2,Low
51,Male,PhD,Single,127056.20722348616,703.0,16513.0,Personal,Unemployed,17,Excellent,0.4250799256292069,137876.0,0.0,Stevenville,VT,Seychelles,,1,Low
57,Male,PhD,Widowed,27197.50813990631,812.0,32255.0,Business,Unemployed,2,Fair,0.5568528712808184,291616.0,1.0,Goodmantown,IA,Jersey,,1,Low
32,Non-binary,Associate's,Married,100604.37273574746,777.0,48926.0,Personal,Self-employed,13,Fair,0.5176984224989346,262536.0,2.0,Jenniferbury,KY,Uganda,2.0,0,Low
25,Non-binary,Master's,Divorced,85498.41857195509,660.0,11277.0,Personal,Self-employed,1,Excellent,0.5499839262482564,201522.0,3.0,East Melissa,MT,Svalbard & Jan Mayen Islands,2.0,0,Low
59,Female,Master's,Single,,832.0,10100.0,Home,Unemployed,7,Excellent,0.5065111691741886,214356.0,2.0,Port Ariana,ID,Italy,1.0,1,Low
46,Male,Associate's,Divorced,,770.0,,Auto,Self-employed,14,Excellent,0.566832190987361,298114.0,0.0,North Barbara,OK,South Georgia and the South Sandwich Islands,1.0,1,Low
69,Non-binary,Master's,Divorced,44597.15245709628,804.0,24946.0,Auto,Self-employed,6,Good,0.532051672836775,261523.0,,Benjaminton,NE,Norway,1.0,2,Low
42,Female,PhD,Widowed,,728.0,25201.0,Auto,Employed,2,Good,0.1422428736741072,203434.0,,Amandaborough,PW,Heard Island and McDonald Islands,,0,Low
27,Non-binary,PhD,Single,151017.9524548901,801.0,,Business,Employed,18,Excellent,0.5477180046409906,53151.0,4.0,Lake Jonathan,NV,Micronesia,0.0,0,Low
20,Non-binary,PhD,Widowed,56621.031005136996,787.0,18725.0,Home,Employed,0,Excellent,0.2280043453298972,264424.0,0.0,West Jeremychester,NJ,Canada,2.0,1,Low
46,Female,Master's,Married,,,,Personal,Employed,12,Excellent,0.4146229021321641,292898.0,4.0,Stanleyville,MD,Maldives,,2,Low
63,Non-binary,PhD,Divorced,109995.3976803366,767.0,,Home,Self-employed,7,Good,0.2991916641519774,157753.0,4.0,South Danielfurt,UT,Cook Islands,0.0,1,Low
19,Non-binary,PhD,Married,114778.36069243801,772.0,12252.0,Home,Unemployed,13,Excellent,0.5622297667796057,193375.0,0.0,Melindatown,TN,Greece,0.0,0,Low
46,Non-binary,Master's,Divorced,71780.590271966,709.0,14914.0,Business,Unemployed,19,Fair,0.2628078557362016,50536.0,,Owensmouth,AK,Eritrea,2.0,0,Low
46,Female,Master's,Divorced,91981.80380133074,689.0,29836.0,Personal,Employed,4,Fair,0.5421502912653365,182267.0,1.0,Josephland,VI,Burkina Faso,3.0,0,Low
57,Female,PhD,Married,83400.3520819751,708.0,43151.0,Auto,Self-employed,6,Excellent,0.5370015626803244,93158.0,,Beanberg,CT,Singapore,2.0,0,Low
24,Male,PhD,Widowed,113397.61637989427,837.0,,Business,Self-employed,12,Good,0.4580135968079026,286307.0,2.0,Turnerport,AK,Latvia,2.0,0,Low
54,Male,PhD,Married,56396.30904291098,789.0,,Personal,Employed,2,Fair,0.5727107110288324,259749.0,2.0,Hinesland,OR,British Indian Ocean Territory (Chagos Archipelago),2.0,1,Low
49,Female,Associate's,Widowed,,782.0,,Business,Unemployed,12,Good,0.5499121292775031,80150.0,1.0,Porterbury,MT,Portugal,4.0,2,Low
63,Female,PhD,Married,136227.93707740196,,7112.0,Home,Unemployed,11,Excellent,0.4633377458018776,285602.0,,New Tammie,RI,Chad,2.0,2,Low
32,Non-binary,Master's,Single,,,49995.0,Home,Self-employed,10,Fair,0.2437339382407145,88099.0,2.0,West Sarah,CT,Finland,0.0,2,Low
